prps6camp_epac 2 -> _reaction91 0 1 @ Inf
grk_5_6 1 -> fsh_fshrgrk_5_6 2 3 @ Inf
akt 0 -> aktdbcamp 3 1 @ Inf
dbcamp 0 -> aktdbcamp 3 2 @ Inf
pakt 0 -> paktgtp_ras 2 0 @ Inf
gtp_ras 1 -> paktgtp_ras 2 3 @ Inf
_reaction7 1 -> promoter 1 0 @ Inf
_reaction11 1 -> promoter 1 0 @ Inf
_reaction18 1 -> promoter 1 0 @ Inf
_reaction23 1 -> promoter 1 0 @ Inf
rb1 1 -> rb1modcdk4 0 2 @ Inf
modcdk4 1 -> rb1modcdk4 0 1 @ Inf
p70s6k 1 -> p70s6kfarnesyl_rheb 0 2 @ Inf
farnesyl_rheb 1 -> p70s6kfarnesyl_rheb 0 1 @ Inf
pfshrd14_3_3taufsh 0 -> _reaction114 1 0 @ Inf
pfshrd14_3_3taufsh 1 -> _reaction114 1 0 @ Inf
pfshrd14_3_3taufsh 2 -> _reaction114 1 0 @ Inf
pfshrd14_3_3taufsh 3 -> _reaction114 1 0 @ Inf
pfshrd14_3_3taufsh 4 -> _reaction114 1 0 @ Inf
pfshrd14_3_3taufsh 5 -> _reaction114 1 0 @ Inf
pfshrd14_3_3taufsh 6 -> _reaction114 1 0 @ Inf
erkpmek 3 -> _reaction36 0 1 @ Inf
_reaction84 1 -> mtor 0 1 @ Inf
_reaction60 1 -> mtor 1 0 @ Inf
_reaction65 1 -> mtor 1 0 @ Inf
_reaction119 1 -> mtor 1 0 @ Inf
_reaction122 1 -> mtor 1 0 @ Inf
_reaction31 1 -> modcdk4 0 1 @ Inf
tuberin 0 -> tuberinpakt 3 1 @ Inf
pakt 0 -> tuberinpakt 3 2 @ Inf
mod_1_p85_1_p110d8cpt2mecamp 0 -> _reaction118 1 0 @ Inf
mod_1_p85_1_p110d8cpt2mecamp 1 -> _reaction118 1 0 @ Inf
mod_1_p85_1_p110d8cpt2mecamp 2 -> _reaction118 1 0 @ Inf
p70s6kfarnesyl_rheb 0 -> _reaction152 1 0 @ Inf
p70s6kfarnesyl_rheb 1 -> _reaction152 1 0 @ Inf
p70s6kfarnesyl_rheb 2 -> _reaction152 1 0 @ Inf
pka 1 -> pkacamp 0 2 @ Inf
camp 1 -> pkacamp 0 1 @ Inf
atp 1 -> atpmodac 0 2 @ Inf
modac 1 -> atpmodac 0 1 @ Inf
pfshr 0 -> pfshrappl1fsh 5 1 @ Inf
appl1 1 -> pfshrappl1fsh 5 7 @ Inf
fsh 0 -> pfshrappl1fsh 5 4 @ Inf
p110_p85 1 -> p110_p85egf_like_pegfr 1 3 @ Inf
egf_like_pegfr 0 -> p110_p85egf_like_pegfr 1 0 @ Inf
modgrk5_6 1 -> modgrk5_6fsh_fshr 0 2 @ Inf
fsh_fshr 1 -> modgrk5_6fsh_fshr 0 1 @ Inf
adam17 1 -> adam17fsh_fshr 1 3 @ Inf
fsh_fshr 0 -> adam17fsh_fshr 1 0 @ Inf
pkac 1 -> pkaccamp 1 3 @ Inf
camp 0 -> pkaccamp 1 0 @ Inf
_reaction71 1 -> pampk 0 1 @ Inf
_reaction80 1 -> pampk 0 1 @ Inf
epac 0 -> epacfsh_fshr 2 0 @ Inf
fsh_fshr 1 -> epacfsh_fshr 2 3 @ Inf
d4ebp1 0 -> d4ebp1pmtor 2 0 @ Inf
pmtor 1 -> d4ebp1pmtor 2 3 @ Inf
p85 0 -> p85p110camp_epac 7 3 @ Inf
p110 0 -> p85p110camp_epac 7 5 @ Inf
camp_epac 0 -> p85p110camp_epac 7 6 @ Inf
_reaction36 1 -> erk 1 0 @ Inf
_reaction47 1 -> erk 1 0 @ Inf
_reaction50 1 -> erk 1 0 @ Inf
_reaction61 1 -> erk 1 0 @ Inf
_reaction96 1 -> erk 1 0 @ Inf
_reaction97 1 -> erk 1 0 @ Inf
_reaction101 1 -> erk 1 0 @ Inf
_reaction103 1 -> erk 1 0 @ Inf
_reaction141 1 -> erk 1 0 @ Inf
_reaction142 1 -> erk 1 0 @ Inf
_reaction146 1 -> erk 1 0 @ Inf
_reaction177 1 -> erk 1 0 @ Inf
pip2mod_1_p85_1_p110 0 -> _reaction58 1 0 @ Inf
pip2mod_1_p85_1_p110 1 -> _reaction58 1 0 @ Inf
pip2mod_1_p85_1_p110 2 -> _reaction58 1 0 @ Inf
pkacamp_epac 3 -> _reaction138 0 1 @ Inf
barrestin 1 -> barrestinfsh_fshr 1 3 @ Inf
fsh_fshr 0 -> barrestinfsh_fshr 1 0 @ Inf
dag_ip3 0 -> dag_ip3appl1_fsh_fshr 2 0 @ Inf
appl1_fsh_fshr 1 -> dag_ip3appl1_fsh_fshr 2 3 @ Inf
_reaction45 1 -> pde 1 0 @ Inf
pfoxo3a 0 -> pfoxo3apakt 3 1 @ Inf
pakt 0 -> pfoxo3apakt 3 2 @ Inf
pkad8cpt2mecamp 0 -> _reaction155 1 0 @ Inf
pkad8cpt2mecamp 1 -> _reaction155 1 0 @ Inf
pkad8cpt2mecamp 2 -> _reaction155 1 0 @ Inf
egf_like_egfr 0 -> egf_like_egfregf_like_egfr 2 0 @ Inf
egf_like_egfr 0 -> egf_like_egfregf_like_egfr 2 0 @ Inf
p85p110camp_epac 7 -> _reaction154 0 1 @ Inf
p70s6k 0 -> p70s6kpmtor 3 1 @ Inf
pmtor 0 -> p70s6kpmtor 3 2 @ Inf
foxo3apfoxo1pfoxo3a 1 -> __coop1 2 0 @ Inf
foxo3apfoxo1pfoxo3a 2 -> __coop1 2 0 @ Inf
foxo3apfoxo1pfoxo3a 3 -> __coop1 2 0 @ Inf
foxo3apfoxo1pfoxo3a 4 -> __coop1 2 0 @ Inf
foxo3apfoxo1pfoxo3a 5 -> __coop1 2 0 @ Inf
foxo3apfoxo1pfoxo3a 6 -> __coop1 2 0 @ Inf
foxo3apfoxo1pfoxo3a 7 -> __coop1 2 0 @ Inf
betacatenin_pcreb_promoter_sf1 1 -> __coop1 2 3 @ Inf
grk2_3 1 -> grk2_3fsh_fshr 0 2 @ Inf
fsh_fshr 1 -> grk2_3fsh_fshr 0 1 @ Inf
p85 1 -> p85p110d8cpt2mecamp 3 7 @ Inf
p110 0 -> p85p110d8cpt2mecamp 3 1 @ Inf
d8cpt2mecamp 0 -> p85p110d8cpt2mecamp 3 2 @ Inf
histone_h3 0 -> histone_h3pkac 3 1 @ Inf
pkac 0 -> histone_h3pkac 3 2 @ Inf
pka 0 -> pkacamp_epac 3 1 @ Inf
camp_epac 0 -> pkacamp_epac 3 2 @ Inf
erk 0 -> erkpmek 2 0 @ Inf
pmek 1 -> erkpmek 2 3 @ Inf
gdp_ras 0 -> gdp_rasegf_like_pegfr 2 0 @ Inf
egf_like_pegfr 1 -> gdp_rasegf_like_pegfr 2 3 @ Inf
adenylatecyclase 0 -> adenylatecyclasegas_gtp 2 0 @ Inf
gas_gtp 1 -> adenylatecyclasegas_gtp 2 3 @ Inf
barrestinfsh_fshr 0 -> _reaction132 1 0 @ Inf
barrestinfsh_fshr 1 -> _reaction132 1 0 @ Inf
barrestinfsh_fshr 2 -> _reaction132 1 0 @ Inf
_reaction149 1 -> ptuberin 0 1 @ Inf
crebpkac 0 -> _reaction136 1 0 @ Inf
crebpkac 1 -> _reaction136 1 0 @ Inf
crebpkac 2 -> _reaction136 1 0 @ Inf
foxo3a 1 -> foxo3ap110_p85 1 3 @ Inf
p110_p85 0 -> foxo3ap110_p85 1 0 @ Inf
pkaforskolin 0 -> _reaction116 1 0 @ Inf
pkaforskolin 1 -> _reaction116 1 0 @ Inf
pkaforskolin 2 -> _reaction116 1 0 @ Inf
foxo3apfoxo1pfoxo3a 1 -> __coop4 3 1 @ Inf
foxo3apfoxo1pfoxo3a 2 -> __coop4 3 1 @ Inf
foxo3apfoxo1pfoxo3a 3 -> __coop4 3 1 @ Inf
foxo3apfoxo1pfoxo3a 4 -> __coop4 3 1 @ Inf
foxo3apfoxo1pfoxo3a 5 -> __coop4 3 1 @ Inf
foxo3apfoxo1pfoxo3a 6 -> __coop4 3 1 @ Inf
foxo3apfoxo1pfoxo3a 7 -> __coop4 3 1 @ Inf
acphistone_h3 0 -> __coop4 3 2 @ Inf
erkpmek 0 -> _reaction47 1 0 @ Inf
erkpmek 1 -> _reaction47 1 0 @ Inf
erkpmek 2 -> _reaction47 1 0 @ Inf
dag_ip3 0 -> dag_ip3appl1_fsh_fshr 3 1 @ Inf
appl1_fsh_fshr 0 -> dag_ip3appl1_fsh_fshr 3 2 @ Inf
gas_gtp 1 -> gas_gtpgdp 0 2 @ Inf
gdp 1 -> gas_gtpgdp 0 1 @ Inf
fsh_fshr 0 -> fsh_fshrgas_gtpd14_3_3tau_fsh_fshr 6 2 @ Inf
gas_gtp 0 -> fsh_fshrgas_gtpd14_3_3tau_fsh_fshr 6 4 @ Inf
d14_3_3tau_fsh_fshr 1 -> fsh_fshrgas_gtpd14_3_3tau_fsh_fshr 6 7 @ Inf
pcreb 1 -> pcrebgsk3beta 1 3 @ Inf
gsk3beta 0 -> pcrebgsk3beta 1 0 @ Inf
_reaction150 1 -> ac 0 1 @ Inf
foxo3apfoxo1pfoxo3a 0 -> __coop5 1 3 @ Inf
nfkb 0 -> __coop5 1 0 @ Inf
adam17fsh_fshr 3 -> _reaction33 0 1 @ Inf
pkaccamp 0 -> _reaction82 1 0 @ Inf
pkaccamp 1 -> _reaction82 1 0 @ Inf
pkaccamp 3 -> _reaction82 1 0 @ Inf
p85p110forskolin 7 -> _reaction125 0 1 @ Inf
gdp_rap1 0 -> gdp_rap1modepac 2 0 @ Inf
modepac 1 -> gdp_rap1modepac 2 3 @ Inf
pampkfsh_fshr 3 -> _reaction157 0 1 @ Inf
_reaction135 1 -> pmeks217_221 0 1 @ Inf
ampk 0 -> ampkpakt 2 0 @ Inf
pakt 1 -> ampkpakt 2 3 @ Inf
pkaccamp_epac 3 -> _reaction144 0 1 @ Inf
_reaction9 1 -> hif_1alpha 0 1 @ Inf
pten_mrna 0 -> pten_mrnafsh_fshr 3 1 @ Inf
fsh_fshr 0 -> pten_mrnafsh_fshr 3 2 @ Inf
histone_h3pkac 0 -> _reaction14 1 0 @ Inf
histone_h3pkac 1 -> _reaction14 1 0 @ Inf
histone_h3pkac 2 -> _reaction14 1 0 @ Inf
p85 1 -> p85p110forskolin 1 5 @ Inf
p110 1 -> p85p110forskolin 1 3 @ Inf
forskolin 0 -> p85p110forskolin 1 0 @ Inf
rheb 0 -> rhebfsh_fshr 2 0 @ Inf
fsh_fshr 1 -> rhebfsh_fshr 2 3 @ Inf
erk 0 -> erkbeta_arrestin_fsh_p_1fshr 3 1 @ Inf
beta_arrestin_fsh_p_1fshr 0 -> erkbeta_arrestin_fsh_p_1fshr 3 2 @ Inf
raf1fsh_fshr 0 -> _reaction77 1 0 @ Inf
raf1fsh_fshr 1 -> _reaction77 1 0 @ Inf
raf1fsh_fshr 2 -> _reaction77 1 0 @ Inf
erkmodgrk5_6 3 -> _reaction96 0 1 @ Inf
fsh_p_2fshr 0 -> fsh_p_2fshrbeta_arrestin 2 0 @ Inf
beta_arrestin 1 -> fsh_p_2fshrbeta_arrestin 2 3 @ Inf
_reaction129 1 -> modpten 1 0 @ Inf
erkgas_gtp 0 -> _reaction97 1 0 @ Inf
erkgas_gtp 1 -> _reaction97 1 0 @ Inf
erkgas_gtp 2 -> _reaction97 1 0 @ Inf
p85 1 -> p85p110d8cpt2mecamp 2 6 @ Inf
p110 0 -> p85p110d8cpt2mecamp 2 0 @ Inf
d8cpt2mecamp 1 -> p85p110d8cpt2mecamp 2 3 @ Inf
ap1promoterpkac 7 -> _reaction7 0 1 @ Inf
p85 0 -> p85p110camp 5 1 @ Inf
p110 1 -> p85p110camp 5 7 @ Inf
camp 0 -> p85p110camp 5 4 @ Inf
_reaction8 1 -> foxo1a 1 0 @ Inf
_reaction147 1 -> foxo1a 1 0 @ Inf
prps6 0 -> prps6camp 2 0 @ Inf
camp 1 -> prps6camp 2 3 @ Inf
sf1betacateninpromoter 7 -> __coop0 0 2 @ Inf
pcrebgsk3beta 2 -> __coop0 0 1 @ Inf
camp 1 -> campmodpde 1 3 @ Inf
modpde 0 -> campmodpde 1 0 @ Inf
_reaction140 1 -> appl1_pfshr 0 1 @ Inf
mtorc1 1 -> mtorc1fsh_fshr 0 2 @ Inf
fsh_fshr 1 -> mtorc1fsh_fshr 0 1 @ Inf
ap1 1 -> ap1promoterperk 3 7 @ Inf
promoter 0 -> ap1promoterperk 3 1 @ Inf
perk 0 -> ap1promoterperk 3 2 @ Inf
grk5_6fsh_fshr 3 -> _reaction131 0 1 @ Inf
__coop0 0 -> _reaction18 1 0 @ Inf
__coop0 1 -> _reaction18 1 0 @ Inf
__coop0 2 -> _reaction18 1 0 @ Inf
d4ebp1 0 -> d4ebp1prps6 3 1 @ Inf
prps6 0 -> d4ebp1prps6 3 2 @ Inf
sf1 0 -> sf1betacateninpromoter 4 0 @ Inf
betacatenin 1 -> sf1betacateninpromoter 4 6 @ Inf
promoter 1 -> sf1betacateninpromoter 4 5 @ Inf
foxo3a 0 -> foxo3ap110_p85 2 0 @ Inf
p110_p85 1 -> foxo3ap110_p85 2 3 @ Inf
p85 1 -> p85p110camp 3 7 @ Inf
p110 0 -> p85p110camp 3 1 @ Inf
camp 0 -> p85p110camp 3 2 @ Inf
pkacamp_epac 0 -> _reaction138 1 0 @ Inf
pkacamp_epac 1 -> _reaction138 1 0 @ Inf
pkacamp_epac 2 -> _reaction138 1 0 @ Inf
rps6 1 -> rps6pp70s6k 1 3 @ Inf
pp70s6k 0 -> rps6pp70s6k 1 0 @ Inf
gaifsh_fshr 0 -> _reaction161 1 0 @ Inf
gaifsh_fshr 1 -> _reaction161 1 0 @ Inf
gaifsh_fshr 2 -> _reaction161 1 0 @ Inf
mod_1_p85_1_p110 1 -> mod_1_p85_1_p110d8cpt2mecamp 0 2 @ Inf
d8cpt2mecamp 1 -> mod_1_p85_1_p110d8cpt2mecamp 0 1 @ Inf
grk2_3 0 -> grk2_3fsh_fshr 2 0 @ Inf
fsh_fshr 1 -> grk2_3fsh_fshr 2 3 @ Inf
modgrk2_3fsh_fshr 3 -> _reaction151 0 1 @ Inf
ap1 0 -> ap1promoterpkac 4 0 @ Inf
promoter 1 -> ap1promoterpkac 4 6 @ Inf
pkac 1 -> ap1promoterpkac 4 5 @ Inf
_reaction130 1 -> pfshr 0 1 @ Inf
_reaction158 1 -> pfshr 0 1 @ Inf
_reaction171 1 -> pfshr 0 1 @ Inf
mod_1_p85_1_p110forskolin 0 -> _reaction145 1 0 @ Inf
mod_1_p85_1_p110forskolin 1 -> _reaction145 1 0 @ Inf
mod_1_p85_1_p110forskolin 2 -> _reaction145 1 0 @ Inf
erkbeta_arrestin_fsh_p_1fshr 0 -> _reaction177 1 0 @ Inf
erkbeta_arrestin_fsh_p_1fshr 1 -> _reaction177 1 0 @ Inf
erkbeta_arrestin_fsh_p_1fshr 2 -> _reaction177 1 0 @ Inf
gas_gtpgdp 3 -> _reaction79 0 1 @ Inf
amp 1 -> ampfsh_fshr 1 3 @ Inf
fsh_fshr 0 -> ampfsh_fshr 1 0 @ Inf
ap1 0 -> ap1promoterperk 5 1 @ Inf
promoter 1 -> ap1promoterperk 5 7 @ Inf
perk 0 -> ap1promoterperk 5 4 @ Inf
_reaction159 1 -> rheb 1 0 @ Inf
pbarrestin 1 -> pbarrestinfsh_fshr 0 2 @ Inf
fsh_fshr 1 -> pbarrestinfsh_fshr 0 1 @ Inf
pfshr 1 -> pfshrappl1fsh 3 7 @ Inf
appl1 0 -> pfshrappl1fsh 3 1 @ Inf
fsh 0 -> pfshrappl1fsh 3 2 @ Inf
gai 0 -> gaifsh_fshr 3 1 @ Inf
fsh_fshr 0 -> gaifsh_fshr 3 2 @ Inf
gtp_rasfsh_fshr 3 -> _reaction169 0 1 @ Inf
egf_like_egfregf_like_egfr 0 -> _reaction25 1 0 @ Inf
egf_like_egfregf_like_egfr 1 -> _reaction25 1 0 @ Inf
egf_like_egfregf_like_egfr 2 -> _reaction25 1 0 @ Inf
modgrk2_3 1 -> modgrk2_3fsh_fshr 1 3 @ Inf
fsh_fshr 0 -> modgrk2_3fsh_fshr 1 0 @ Inf
foxo3apfoxo1pfoxo3a 1 -> __coop6 2 0 @ Inf
foxo3apfoxo1pfoxo3a 2 -> __coop6 2 0 @ Inf
foxo3apfoxo1pfoxo3a 3 -> __coop6 2 0 @ Inf
foxo3apfoxo1pfoxo3a 4 -> __coop6 2 0 @ Inf
foxo3apfoxo1pfoxo3a 5 -> __coop6 2 0 @ Inf
foxo3apfoxo1pfoxo3a 6 -> __coop6 2 0 @ Inf
foxo3apfoxo1pfoxo3a 7 -> __coop6 2 0 @ Inf
modhif_1alpha 1 -> __coop6 2 3 @ Inf
_reaction33 1 -> padam17 0 1 @ Inf
rps6 1 -> rps6beta_arrestin_fsh_p_1fshr 1 3 @ Inf
beta_arrestin_fsh_p_1fshr 0 -> rps6beta_arrestin_fsh_p_1fshr 1 0 @ Inf
erk 0 -> erkmodbarrestin 3 1 @ Inf
modbarrestin 0 -> erkmodbarrestin 3 2 @ Inf
akt 1 -> aktgtp_modrap1 0 2 @ Inf
gtp_modrap1 1 -> aktgtp_modrap1 0 1 @ Inf
fshrgrk2_3 3 -> _reaction171 0 1 @ Inf
p85p110fsh_fshr 7 -> _reaction83 0 1 @ Inf
mtorpip3 0 -> _reaction65 1 0 @ Inf
mtorpip3 1 -> _reaction65 1 0 @ Inf
mtorpip3 2 -> _reaction65 1 0 @ Inf
atp 1 -> atpac 0 2 @ Inf
ac 1 -> atpac 0 1 @ Inf
modhif_1alpha 0 -> modhif_1alphafoxo1a 3 1 @ Inf
foxo1a 0 -> modhif_1alphafoxo1a 3 2 @ Inf
erk 0 -> erkmodgrk5_6 3 1 @ Inf
modgrk5_6 0 -> erkmodgrk5_6 3 2 @ Inf
gas 1 -> gasgtp 0 2 @ Inf
gtp 1 -> gasgtp 0 1 @ Inf
rb1modcdk4 3 -> _reaction28 0 1 @ Inf
erk 1 -> erkmodbarrestin 1 3 @ Inf
modbarrestin 0 -> erkmodbarrestin 1 0 @ Inf
perk 0 -> perkgrk2_3 2 0 @ Inf
grk2_3 1 -> perkgrk2_3 2 3 @ Inf
mod_1_p85_1_p110 0 -> mod_1_p85_1_p110camp_epac 2 0 @ Inf
camp_epac 1 -> mod_1_p85_1_p110camp_epac 2 3 @ Inf
ap1 0 -> ap1promoterpkac 7 3 @ Inf
promoter 0 -> ap1promoterpkac 7 5 @ Inf
pkac 0 -> ap1promoterpkac 7 6 @ Inf
foxo3ap110_p85 3 -> _reaction113 0 1 @ Inf
foxo1 1 -> foxo1p110_p85 0 2 @ Inf
p110_p85 1 -> foxo1p110_p85 0 1 @ Inf
_reaction149 1 -> tuberin 1 0 @ Inf
_reaction51 1 -> gtp_modrap1 0 1 @ Inf
ap1 1 -> ap1promoterpkac 0 4 @ Inf
promoter 1 -> ap1promoterpkac 0 2 @ Inf
pkac 1 -> ap1promoterpkac 0 1 @ Inf
raf1 0 -> raf1gtp_ras 2 0 @ Inf
gtp_ras 1 -> raf1gtp_ras 2 3 @ Inf
_reaction1 1 -> pip2 1 0 @ Inf
_reaction58 1 -> pip2 1 0 @ Inf
pten_mrnafsh_fshr 3 -> _reaction72 0 1 @ Inf
erkmodbarrestin 3 -> _reaction146 0 1 @ Inf
pampk 0 -> pampkfsh_fshr 3 1 @ Inf
fsh_fshr 0 -> pampkfsh_fshr 3 2 @ Inf
p110_p85fsh_fshr 0 -> _reaction88 1 0 @ Inf
p110_p85fsh_fshr 1 -> _reaction88 1 0 @ Inf
p110_p85fsh_fshr 2 -> _reaction88 1 0 @ Inf
mekpraf1 3 -> _reaction49 0 1 @ Inf
pkac 0 -> pkacforskolin 2 0 @ Inf
forskolin 1 -> pkacforskolin 2 3 @ Inf
akt 0 -> aktp110_p85 2 0 @ Inf
p110_p85 1 -> aktp110_p85 2 3 @ Inf
ap1 1 -> ap1promoterpp38mapk 2 6 @ Inf
promoter 0 -> ap1promoterpp38mapk 2 0 @ Inf
pp38mapk 1 -> ap1promoterpp38mapk 2 3 @ Inf
_reaction0 1 -> dag_ip3 1 0 @ Inf
pka 0 -> pkaforskolin 2 0 @ Inf
forskolin 1 -> pkaforskolin 2 3 @ Inf
modhif_1alpha 1 -> modhif_1alphafoxo1a 1 3 @ Inf
foxo1a 0 -> modhif_1alphafoxo1a 1 0 @ Inf
mtor 0 -> mtorfsh_fshr 3 1 @ Inf
fsh_fshr 0 -> mtorfsh_fshr 3 2 @ Inf
p70s6k 0 -> p70s6kfarnesyl_rheb 3 1 @ Inf
farnesyl_rheb 0 -> p70s6kfarnesyl_rheb 3 2 @ Inf
p110_p85fsh_fshr 0 -> _reaction59 1 0 @ Inf
p110_p85fsh_fshr 1 -> _reaction59 1 0 @ Inf
p110_p85fsh_fshr 2 -> _reaction59 1 0 @ Inf
pkac 1 -> pkacd8cpt2mecamp 0 2 @ Inf
d8cpt2mecamp 1 -> pkacd8cpt2mecamp 0 1 @ Inf
_reaction84 1 -> mtorc1 1 0 @ Inf
pten_gene 1 -> pten_mrna 0 1 @ Inf
dag_ip3 1 -> dag_ip3appl1_fsh_fshr 0 2 @ Inf
